label	text_a
4	野生茅
4	太阳真好
5	算了吧
0	00115
1	这不莫娜
3	全是新馆
0	罗德岛外传
3	淦不看了难受
2	扎哇路多
0	这也太克了
4	蟹什么
1	rts
3	哇好看的
4	宝考研上岸
3	独你一人特
3	快来理
4	吃这个
3	人脉啊这是
1	谢谢你苏小落
0	法国杀疯辣
3	隐藏次卧
0	华莱坞
2	闹心啊
1	淡绿的长裙
4	好多冰墩墩啊
4	jbl的音箱
1	我能搬家
4	吃哪补哪
4	啊啊啊好吃
4	少吃脂肪
0	得宝打钱了
3	混和在一起
2	山丹丹
3	玛丽苏
0	皮不太好看
2	DD狂喜
4	石昊的至尊骨
1	朵橙你
3	挣能量可还行
0	你再硬币
4	两大桶差不多
4	耳朵进水了
3	严谨的态度
3	炎辰勿cue
1	这么丝滑吗
1	白嫖岷
4	我回家了
4	笑容满面
3	rnm焯焯焯
1	这裤子
1	超兽武装是吧
1	害怕呀
4	泥岩蛋糕
3	相互诉苦
4	我怕吃不下
5	back
1	什麼都不知道
0	看完的冒个头
1	好家伙我生日
4	还要吃吗哇
2	深圳机场
0	一言堂
2	比A卡便宜啊
4	考研没考好
3	云南咖啡牛逼
4	东北人热情啊
2	4015
3	这脏脏
2	城防工事
4	大白腻子粉
3	欲情故纵
2	dji
3	aaahhhhhhh
0	黄金开口笑
4	真的太甜
0	XIO
1	大凶zhao
2	肯定是一
1	菜狗头
3	协议书
1	估计还有
4	广东人的餐桌
3	真原子武士
5	五千年
4	话题终结者
5	耳朵怀孕了
4	卫衣好酷哦
0	太对了啦呀
2	确实还可以
3	颜色纯正
4	下期安排
3	一个没干过
5	可愛的
5	rip
3	刚大一
4	吃多了发苦
5	美少女战士
4	属墉子
1	顺废牌
3	好可爱好好看
3	30次保夹
3	niubiest
3	15伯伯
2	有助学金
2	公主连结
3	爷爷好
4	碴子是什么呢
1	十八摸没摸死
3	也想万象汇
4	坏男孩
4	撒辣椒面啊
0	胖了哈哈
3	庸子又暴露呀
1	风暴唯一真神
1	晓美焰是吧
0	队太拉
4	还不值
2	必是我
3	没哭心
0	时与风的小岛
4	这家好齐全啊
4	塔可卷
1	钟离角色演示
1	米洛hhhh
3	基础设施
2	逼你换新卡
3	我去过这里
4	哈尔滨欢迎你
2	0345
1	都绿了
3	街上挺干净的
0	终于有背面了
1	有克油
0	梦中情菠
3	老bushi
1	被当玩具玩了
4	12W你们好
4	小半杯
4	妯娌可爱
0	陆离九
1	股4弦5
3	说拿少
4	这妩媚的眼神
1	我也吓一跳了
5	路易十六
5	jiji
0	朝仓陆
4	木耳菜
4	酒精肝哈哈哈
1	23000
5	推下去
1	528八千加
0	妈呀夭寿哦
4	点一本
4	全是生瓜蛋子
4	这是果皮吧
3	woc就离谱
4	原来他也
0	齐究兰
3	好彩蛋啊
5	算不算
4	粉丝没剪短
1	崽种直视我
1	吃饭吃饭
3	拆迁户霸气
4	没吃过没吃过
1	路速通
1	pan
0	你还我女儿
0	国际贸易干
4	毛衣漂亮
3	很大吗
1	大猪妹
4	身体健康呀
5	贵不贵
1	hahhahahahahahahahahahahhahahahahahaha
5	双喜临门
1	镇魂玉箫
4	湖北叫面窝
0	设计不太行
0	焰之炼金术师
4	我去真的好帅
0	中配泪目
3	风格v炒粉干
3	救命好好看啊
4	牛皮砖
3	要起飞了草
0	半夜发视频
3	哥珊妮
4	大齐酱
3	是不是烫脚
5	找麻烦
5	辣眼睛
4	想吃饭了
4	蕙蕙发大财
0	大胆点棺材
4	只是不好喝
4	高酸预警
0	作业本NB
5	五年级
4	三观有点
4	免单了免单了
3	当自家恩啊
1	出蛇牙
1	going王
1	来吧天霆号
3	是个好父亲
5	大西洋
4	Cris
4	赞了赞了
2	老拉家的
3	数十载
0	始皇帝驾崩啦
1	雷光西内啊
4	救命啊大毒草
2	爷春结
5	白花花
4	faxisibs
4	很jiao干
4	卡仕达
4	战斗力惊人
5	私生子
2	像芹泽
1	两次双簧
4	光头卤鸭
4	你的脑花
0	不是善逸吗
3	挺挣钱的
3	黑叔叔太多了
4	杰哥11
3	黑帮老大
3	我坐丽娜那桌
4	塔塔小蛋
3	一点五万
2	766
1	欲oh又止
4	眼镜蛇棒
1	识图永霜接闪
0	出殡吧
1	懂了霸烈
1	BGMBangBangBang
4	口水出来
1	每片药吃18
3	好学生
3	你屑屑
3	我一脚踏空
4	这个我最爱
1	九出十三归
0	建议玩佳慧
0	慎寿郎
0	巨型号角
4	一股葱花味
1	登龙帅炸
4	削你哦
1	猫猫好Q弹
5	不懂事
2	我的天玑呢
1	欢没白
3	丢大包物理
2	GH5
4	日本人好可怜
4	在高铁上好饿
5	强无敌
4	高黄预警
5	630
2	这能贴钢化膜
4	维林太幸福了
5	美女贴贴
1	mctr
1	侩勒悔意
3	察哈尔
4	鸠占鹊巢
0	VOCALOID
1	死因猝死
4	潮汕鸭埔
1	观察者效应
1	莫名好帅
0	世界的大宴会
1	预言是吧
3	外挂过期
4	中和滴定是吧
1	真大凶兆
1	先占个位
3	雅马哈15
3	投影机
3	你也不赖
1	开始保护
4	实习留用
1	草了神话
3	印度黑
1	shout
3	高精灵
3	爷祝你幸福
4	tata
0	画的真牛逼
1	BGMBloomofYouth
1	ctoo
1	神tm夏洛
4	好淡啊
3	太爷们儿了
4	不冻手吗
3	就是路太烂了
3	张角张宝张良
0	因陀罗转世
0	我特么莱纳
2	倾城大佬
4	弯弯念法四声
0	骑士老公
0	堪比毛利
3	拼多多差评
4	尤里塔好好看
1	那我晚点来
2	timcook
3	挣能量
4	真实的坐姿
1	这个很好玩
1	在现场噢耶
1	好像双关
1	风鹰也是专武
1	悍匪友情出演
4	我吃M16
1	Warframe
5	离了个大谱
4	太简单
4	好像花胶
1	192067
1	难受了
3	我的妈妈
3	街头情报组织
1	防雨流吕布
1	IUS
3	填起来
2	知识图谱
3	敢爱敢做
3	截到小李的了
5	128
4	阿华田达
2	7nm
4	蜜桃乌龙
2	k50
0	愈发上头
3	挺身而出11
1	啊是新的姛
4	摄影是归位
0	高木危
0	杯通育绝
4	满满的碳水
0	什么莫蒂
3	真挺不错
1	1234好评
2	我超日本人
1	啊北方老铁
3	挨打的存在
2	沈阳遥感正常
2	安卓之胱
3	瑞兴是个啥啊
0	长叹一声
4	很好孝吗
4	他真的好帅
3	边吃边看下饭
3	没有干净卫生
1	拽脾气
3	雨哥到处淘
1	我们上课铃
3	音速好玩
2	点赞正常
3	郭浩在颤抖
0	这位废了别追
4	山楂糕
1	处行曲响了
1	这个预判
1	纯爱之肯定
1	直接炸裂
1	阿妈特拉斯
1	新概念音游
4	虫在长春
3	帮你补
4	Nikon
5	150
1	炸药包
4	装修很好看啊
3	很不错了
4	新单位庆躯
4	酸甜的
2	有点牛
0	刺儿头
2	人脉区
4	咸不咸
4	中辣辣
3	wow武汉
4	帝王果
2	八达鸟
5	逐渐离谱
2	骁龙真不行了
1	电锯惊魂
3	这不扫雷吗
2	非常不环保
4	有肉味
3	2040
4	重新定义小
1	哦八妈
3	福建也有些
3	什么哥布林
2	完灰块
3	小王人家姓周
4	强者的发型
4	小梨子
2	天鸡在哪里
3	你舅宠着她吧
3	阿这格格巫咩
4	几张巨口
3	口水不敢下咽
1	闪瞬发
1	李佐伊想
1	是的但没办法
5	保护费
4	含淀粉
0	WOC原
1	老宋太猛了
3	这是什么魔法
3	这byd
2	710f
3	绝对不值
3	灵魂宝石
5	收银员
0	这肌肉我的妈
0	打lol吧
1	就是倒霉啦
3	这块地可以
1	rezz
3	就两页PPT
4	牛逼啊牛逼
2	大霜塔
1	反心理学
1	我没吵醒别人
3	举报举报
0	头重脚轻
5	架火架火
4	鱼我们不冷
5	熟悉的味道
1	ehb
1	消光入侵
2	P60CPU
0	在干什么
5	没有弹幕吗
1	我超好引
1	lasergun
1	你真虎
1	太斜了爷爱看
4	我摊牌了嘿嘿
0	随风飘
1	此世派
4	屑老板
0	水晶芝麻汤圆
3	bgmsuki
1	朋友假条要伐
0	小陀螺
3	Dio叔叔
1	好开r闪跟了
4	万卡到
3	太贵了告辞
4	你在这进货呢
1	好家伙黑子
0	是菠萝蜜
0	最贵皮套
1	昆特牌算不算
4	我认得西葫芦
4	死因脑子进水
2	只有一种格式
4	干饭干饭
3	这都要带
4	凑活日子
0	花痴男
4	看着好有食欲
1	海皇质疑他
2	茄子视频
2	316L
1	赶紧去追剧
3	祖国老大
3	真实区up主
0	略懂略懂
2	帧数爆减
0	奥特之舅舅
2	电影级
5	从零开始
2	防核弹机箱
4	最讨厌香菜了
2	恰大口
4	毛融容
4	打和撒
1	牛勾来
3	鲁磨路
2	这不有残影
3	就要看
4	粉骨碎身
4	张水儿好好吃
3	大宝值得拥有
1	扔话筒3
5	骷髅头
1	戳什么
2	miegaolieomiega
1	提挖her
0	极致好活
3	配乐哈哈哈
4	难为情
1	一蹴而就
4	王师傅被犯傻
5	真服了
3	两个高van
3	老板夸的好
4	公的呢
4	一切都会好的
1	巧了在吃饭
0	你给路哒呦
3	画的好可爱
1	青回啊泪目
3	能不能说人话
1	合金装备
4	窗外好好看呀
4	叛逆期到了
4	同甘肃人
1	兵高光
4	脚感弹牙
1	2423000
3	海皇好可爱呀
4	五碗米饭
1	吸九条
0	进化的高木
4	预判了
1	010100
0	人罗辑
4	怼人还说谢谢
4	你懂个P哟
1	拉什迪
0	杀出重围
2	同款大气
4	这船我坐过
4	小吃街
4	切片器那我走
0	叛逃岩隐村
1	全部欧拉一遍
1	饭里有毒可恶
4	喔哦哦
4	不想吃
1	生存区
3	皇氏听不见
1	克格温
0	三体人没嘴啊
3	是个狼大
4	被抓了多久
1	童年泪目了
1	不是砍飞机
1	11we
4	不多吧
0	smile
3	小丑局小丑局
4	本期经费曝炸
1	空降0017
4	有旋转的那种
4	我想去泰国
5	添加剂
4	强者的发际线
0	个甲斗
0	FGZFGZFGGGGGGGGGZZTSD
3	精神粮食
3	没必要真的
1	主角偷的
1	我不客气了
1	昆特牌阿
4	祖冲之
3	不兴亲
1	老婆辛苦了
0	主後面
3	我不开心了
1	云隐雁鸣
2	不要无端联想
2	足山治
1	前韩一劫
5	处理器
3	省会贵州啊
3	真假公主
1	啊胡桃
3	超长时常
4	潮汕人实锤
0	哇塞好耶
4	哈哈哈哈哈懂
1	谁跟你说了
0	币爆天星
4	看的开心
2	焦肉眼可见的
4	奥利奥巨好喝
4	试过不好吃
3	哈尔滨快点的
1	十字章大剑
4	植物大战姜丝
4	还有空调
4	医生说了啥啊
1	刑天啊对对对
1	抽我我
4	就是不太行
1	碳志郎头
1	背叛我们
1	这里加速了
4	哇虫来长春啦
3	甲天下
1	05579
4	十四一斤
4	踢不烂
0	SlowDown
3	后边的人
2	测红魔7啊
5	tmd
1	神子老婆
0	步步高射幻听
4	QQ肠
1	金玉满堂
2	怪晓龙
2	社牛见到社牛
1	考上清华
1	蒙德全员莽夫
1	陈平安是吧
3	俄罗斯人
0	买下这个世界
3	同款门锁
4	加入马上拉
1	宇宙女鬼
3	磨金相
3	路人想
2	OPPOFINDX5
5	闪光弹
1	van耍
4	好残馋人
0	这tm都能刀
1	Leo我的宝
3	大鹅的笑声
4	要决是快
3	全是辣椒
1	真良心啊
4	麻狗居然也在
4	耳津挑
2	3很讨喜
4	这B真抗冷
3	老伴儿
3	HONDA
4	对焦怪
1	多线程操作
4	郭乐那我走
1	创一创
4	十天工资啊
4	可能只是没切
1	好兄弟卡萨
5	成家立业
3	徐文祖
3	头部打击
1	跟朔间
3	活长练
1	这局我看过
4	物价不一样
1	美乐迪
4	超级酥脆
4	王尼玛
2	像开挖机
4	up在做木工
3	打地铺
4	鼻子我免费了
1	伊森要
5	放上来
3	心虚了
1	还就是
5	太漂亮了
1	哇猩衣服
2	大国工程师
4	你怎么骂人
4	这不猕猴桃吗
2	鸡血六
2	我大八才
2	安卓大
4	因为少
5	等一下
0	蟠桃盛宴
1	7000在此
1	白雪圣辉
1	败者吔土
0	罗莎莉亚原皮
3	憨豆先生
4	考上二中
4	很标准
1	追鬼后
3	鲸尾好可爱
1	这是贝蒂跳雷
0	那鲜辣
4	361万粉丝
2	dlss2k
1	和善的加二
3	失踪up回归
0	星弦酱
3	那不是蟑螂
5	狗咬狗
0	windporo
3	枯木逢春阿
1	c吓我一激灵
4	情丝丝
2	必须前端
1	是无敌的菜刀
2	问就是固件
1	Chou我
1	好家伙泡泡堂
4	新物种海管
4	小刚玩儿一样
0	不愧是你空耳
4	这个能吃吗
4	一口没
0	章北海常伟思
4	龙虾没有血吗
0	呜呜我的影宝
1	榜一王浩哲
1	qyn
3	太甜了啊啊啊
4	胡旋舞
0	材料人震怒
3	这路费车
1	下路夹子阵
4	公司旁边
1	明凯转换暗凯
0	致死量的黑头
4	屑不肉
3	您是神
5	前面的我也是
3	糟啦糟啦
1	龙刃一处奶
4	磨不开
1	神里的bgm
3	太作了
2	9P牛逼
2	太特么帅
3	切橡皮
2	腻币有了
1	但神子是妖狐
4	福岛特供
3	真麻烦
0	你能不能滚啊
4	贱贱的
1	deathtarget
3	终于晕了
1	卧槽单杀
4	6000哈哈
4	对象呢
5	这个眼神
4	五谷不分
3	累不累啊
4	必然点不到
2	飞碟都是渣渣
0	凯哥好喜欢你
3	真的尽力了
4	那么代价是
1	1万离谱
3	头发越粉
1	好活当不赏
1	拿大奖
5	一生之敌
3	mlxg
1	不是能质疑吗
1	真别想活着
3	蹦极跳
3	物理超度
3	除了pro
3	这期播
0	火钳刘明是啥
1	23W
1	浑浑噩噩
1	suggerdaddy
4	老板娘哭了
2	三滴他起
4	这分量绝了
4	鱼身我免费啦
3	我觉得我是
4	罗曼蒂克
2	webrtc
0	紧握手手
1	你若安好
1	求对面别闪
1	现代战争系列
4	真不好找啊
4	没熟就是绿的
4	充电器11
3	这个松的离谱
1	赛博由
4	160一朵
4	濮阳人震惊
1	所以鱼在干嘛
1	三连给你了
0	带上猫猫跑路
3	跟薇尔莉
3	张语格
0	我的刻博鹅
1	十年夜场
4	这太补了
1	歪日哈哈哈好
0	再见了北斗
3	保安队
3	蝌蚪你才是鱼
1	炮牌面
5	绝不会
5	好怕怕
1	脖子一酸
1	农历也很2
4	又名标枪猪肝
2	DLSS10
2	上流很棒
2	gfx100
1	md真狠WC
2	小米真香
3	保护色
1	嗷狼人
4	浅尝一下
1	感谢xdm
2	所以买苹果吧
1	同款水杯
1	塔尔斯怎么了
0	华哥味
3	武汉最近很冷
1	我LV3了
4	回北京了
1	龙舌兰
2	原神不好玩
3	太简单了吧
5	黑真tm黑
4	冻梨巨
0	这一击
1	异灵术
4	小虫子都活了
4	养殖场
3	蒲熠星
4	拿网就好了
1	左手牵右手
2	卤大师
1	兄妹情好评
0	又是飞鸟
1	我就是石头
1	上京YYSD
1	这个立绘好强
4	香芋包
3	有意义正能量
2	旺旺吸吸冰
1	歪日歪日歪日
2	x3Pro
3	蕭禦齦攪
1	boynextthedoor
0	哇靠好生草
5	好听好看
3	小潮乱长
1	少数几
1	bgmtimberpitbull
4	见螺必投币
3	国宝庸子
0	环保主义
0	LV7LV8LV9
1	0800
4	你好好看啊
1	克亚索
3	指蚪为鱼
1	磨圆了属于是
1	ArcaeaPhigros
1	他想抽满精
5	GTR
1	什么科幻片
3	李和鑫
3	好教育
3	哇真不错
5	卧槽卧槽卧槽
0	Bingseen
4	这也太实惠了
3	up主小心手
1	居然还有这个
0	最快安装时间
4	差点被收了
4	好阔怕
4	冷吗冷就对了
1	金轮我的金轮
1	逆天吊图
0	牛牛牛卧槽
2	又碰到挂了
4	不就是脚臭味
3	人一看
5	我摊牌了
1	说句话来
4	哈哈哈磕到了
1	铁根操作确信
1	你行李呢
4	放热水
5	冥场面
2	机之光
1	桃花源记
5	加三连
4	加入手汗
3	91w
2	能吹一辈子
1	哦我好快乐
1	神话传说
4	羊萨日朗
4	太饿了
5	很简单
1	我通关了
3	抱一good
0	化成了灰
1	这给他跑了
2	全都丑
5	往下掉
0	我超菈乐
4	成丝卖
0	太悲惨了
1	某幻牛啊
4	哇哦金色复婚
0	风来坊
5	参照物
4	不好吃砸锅
4	不对锅
0	博戴卡
3	阿吉蕾娜
4	已经塞牙了
2	10uyyds
5	过于生草
4	超爱吃土豆
1	观测不是观察
4	里亚诺
4	烤鳗鱼
3	2103tmd
4	92723
4	门店四块啦
4	管你听没听懂
3	有防抖
1	搭便车类怪谈
5	广告费
3	华威大学
4	这是魔法吧
3	天呐太可爱了
0	是刀子快跑
4	不整点宽饭么
0	大大的水口
1	没有贴脸
4	有些也是看店
2	想看吞卡手电
2	预判了属于是
0	有点像蝙蝠
5	11万人
0	画面太厉害了
5	压下去
1	剑灵我哭了
4	雨琪有吃到吗
1	三剧情好
5	想不起
4	忍住别笑
5	周润发
3	真严峻的惩罚
5	踢出去
3	探照灯
2	14nm
0	blade
1	武器池拉了
3	中国化
1	拉电闸
1	嘴平二之助
3	滴血认亲
5	文件夹
1	一堆黄键啊这
0	各跳各的
0	博主造
3	这个应该更好
4	远古异种
3	袜是高斯耶
5	BBC
1	sao0
1	万人绝
1	返校嘛
4	混尾螺
4	老友记aaa
1	致远星模拟
4	亿点点社恐
5	太喜欢了
2	游戏平板0
0	峰不二子
2	温度还可以
1	七七视角
3	一龙豆
4	奥尼尔行为
2	炸机环节
4	甘肃人来了
4	开心麻花
3	希望没有邻居
5	奥斯卡
4	用牙签啊
4	要晃匀
0	迪士尼来活了
5	太卷了
0	有回声细节啊
5	拍的好好
0	天明3杀
4	能送人吗
3	大哥不至于
0	当年的财团B
1	找小傲
1	死的人有我唉
3	三分离厨房
3	离肉家
3	开店面
3	他调的是7
4	乾隆啊对对对
2	同款轴
2	华为我是安卓
3	理想型王老师
0	jgp
1	Oculus
3	这叫给我起开
4	满街的撒女内
1	女儿最惨了
1	元旦还放假
0	我爱他
0	救命啊尬住了
2	好晕好晕好晕
4	BGM也很乖
2	你反着装试试
3	鄙视图
3	木菠萝
3	脚趾演的好
4	别煮我想吹
0	原魔队大失败
3	不你是郭追
3	电和网
4	来早了吗
5	刘德华
0	游戏直播大声
1	火炮兰退坑的
1	康我康
5	斯内普
1	岳伦啊对对对
1	4399好评
1	最爱的枪
4	密子密
4	冷藏过
1	有幻影的
1	初音机关枪
2	那谷歌
0	哇靠牛壁牛壁
0	土妹子
4	豆沙包附议
3	我中文牛逼
4	洪兴当
2	哈哈沃日
1	赶紧去上厕所
1	大保剑姬
3	电影时长
5	优惠券
4	光吃不胖啊
1	什么饭里有毒
3	漠叔行为
1	全都是刀
5	我的最爱
1	臭作是吗
3	自奋蹄
2	收藏夹里吃灰
1	保护身体啊
1	REVerse
1	大友克洋牛逼
3	我要加盟
1	华强哎滑墙
1	你车也没了
5	饱和度
4	我们又饿又饿
1	扎瓦鲁多
3	有小粉灯么
4	藿香正气水
4	带点维生素
4	我可太馋了
3	举报doge
1	810弹幕
1	607
4	哭死i
1	已经很欧了
3	775人
3	搬家好辛苦
3	轻松实现暴富
1	用爱发电
3	都是大房间
1	我现在也玩
1	小脑皮质
3	在做梦
3	这点秒赞
3	哇好多啊
3	搞这些没用的
1	要自己加的
1	术术人惊醒
1	什么神预言
1	AK1好可爱
0	纸糊的雷达
5	193
0	胖成遥辉了
4	老八吃
3	人家的国脚
1	六发左轮无敌
3	斯国一时间
4	这饭量可以啊
1	细节女字旁
1	BGMIstheend
1	日向创
0	硬代餐
4	我以为是银耳
1	牛哥上勾拳
4	蜜桃蜜桃
3	腿脚不方便
2	孔网hh
1	你很懂嘛
3	你们在比些啥
1	2小时还热乎
4	一对朋友
1	预言家x2
4	懂了大宝
5	长沙人
2	两百多万
4	没有鱼人语
5	一万年
1	好一个小学弟
4	下颌线
1	什么顶级制作
4	都是寄生虫
1	神乐七奈
1	年度年度
5	戏真多
3	这么胖了吗
1	是伊蕾娜
4	邪神补充
5	哦买嘎
4	活因飞镖
3	一抓一个准
4	这个这个
1	火花波比
2	挖三八线吧
4	快点啊
5	好猥琐
2	差点忘记投币
1	还有万叶减抗
3	慕斯卡
3	人比花
3	你这是日更
4	好BGM
3	模范租客
4	热气哦
1	悄悄给了三连
5	第一波
4	多少人民币啊
1	襄阳人狂喜
3	rnmrnmrnm
1	是个女孩啊
4	没鼻子见人
4	给我来一口
4	妹标940卡
1	对的我就是
1	Uno
3	看着好解压
1	排序稀烂
1	终于更啦
3	大老贵
0	不大妥
3	caka
1	出啊让他出
0	皮卡变形怪丘
5	翻来覆去
1	酒馆战棋模式
4	应该擓
3	白胶比较好
1	你大爷的
3	二当家骗我
1	小卡工攻
1	我切小屏了
2	感觉都是糊的
3	打野震怒
4	五六名
3	爷爱看
4	冷水厚
4	发达了
4	吃掉啊
1	huan还
5	星巴克
1	攻击力词条
5	vivo
0	要骂人了
1	16PV211
2	十几瓦夸张
1	圣十字章大剑
1	明日边缘
4	海猫锚
3	不如在家
1	这啥游戏啊
1	中奖中奖
0	不我支持嫖王
1	因果报应
3	看不起谁啊
2	翻跟头了
4	心疼抱抱蕙蕙
1	错是无懈可击
1	西卡我被偷了
0	发黄严重
2	这算加
2	15倍速走起
3	礼貌海皇你吗
3	冲压机
4	营养小目标
1	咖哥好开心啊
2	额的眼睛
3	重庆啊
4	肚子疼警告
4	权当是馍
2	stm32
4	没熟呢
5	不知不觉
2	IBMdatascience
3	咸甜党
1	这不比消
0	底层人民
4	三角头
4	潮汕传过去的
2	jetbrainmono
2	在青岛拍的
4	金鱼王爷
4	中指通
2	vlookup
4	沒海鮮
1	南山区是吧
0	成型色瞩目
4	平板车
4	露不贵
4	绿色是正常的
3	真的太好看啦
4	或糊底
4	管他什么
5	当之无愧
1	琴的腿环真涩
1	摆摊归位
4	大木0
1	必然是我
3	专家会诊
4	出国一日游
3	好手速
4	100块一只
1	dlc1
0	猜对了啊啊啊
4	梅菜扣肉
1	谢广坤
4	金链哥金链哥
2	大米夺笋呐
1	经典剧情杀
0	钢铁侠你礼貌
2	人工降雨
0	山治别
3	希望能量产
3	我要笑吐血了
1	口袋妖怪
3	五连块
4	超喜欢猪尾巴
4	我们下期见
1	个塞恩
3	盖伦出
1	yindao
1	白马输了
4	不会脱粉吗
1	地球高炉
1	辞海我家就有
0	迪迦学
4	我直接点赞
4	油条确信
4	邻居失望
4	已经吃饱了
5	杜蕾斯
2	同学给我的
2	一两台
4	北京wb
3	小鱼儿危
1	打蜥蜴就闪退
1	刚赶上
2	装不装
4	俺也爱呲
1	用蜜蜂枪好打
4	转落型
4	臭屁虫蛋挞
2	您这是失眠了
5	牛仔裤
1	你TM
1	sp好抽
1	阴与阳之歌
1	因为有钱
4	阿根廷足球队
3	生煎啊
5	飞行员
2	记得给个三连
0	机动奥
1	镜头你没事吧
1	握草真的6
0	高估财团了
3	和湖南
1	羊的低语
4	不要再切了
3	什么大佬发言
1	真团宠
3	ram退钱
2	gt2Pro
4	变身章鱼侠
1	哈哈哈中
0	太好了我想看
3	这是富豪呀
3	老二的初恋
4	这是酸菜
3	双向奔赴是吧
2	还有通海阀门
4	可不得
2	灰鸽子
1	bgm太好了
4	加薪工作顺利
1	哈哈小超梦
4	人工舍友
1	我是神
1	你都睡不着了
4	空心1
0	Xig
4	手工达人
4	差了一条龙
5	太有感觉了
1	这游戏还在啊
1	运气可以
2	这舵面
1	都说是瞎编了
1	cc超可爱
1	问道呢
2	吴恩达入
4	这个俺做过
0	罗辑脱水
2	我也不懂
3	我擦我闺蜜家
3	酸料好吃
2	我和小鱼
2	中型无人机
3	走了化学性质
0	看上你了宝
4	芝麻球好大
1	保险箱是锯子
1	炸不开
1	616我生日
3	有点可怜
3	最强开光大师
4	居然只要7块
4	胡茬卖萌
0	快给我火
4	红旗招展
1	同人逼死官方
3	全网最牛
2	黄段子
4	贼好喝
4	下得了嘴么
3	好想学会啊
1	回城诅咒
1	股四玄五
3	牙龈出血了
3	快来上海
4	这汤真牛皮
1	0616
2	把库伯叫过来
4	这次没有嗖
4	369快进来
0	差个异能锁
3	非社長是吧
4	叠baff汤
3	9k的人看
3	好慎人
1	全定轨惨
1	坏了坏了们
2	建模牛逼啊
1	人之为
1	潘淑带
4	嫂子发音标准
2	R77
4	南瓜花
3	我喝瑞幸
0	我在听什么
0	打卡啦
3	双向奔赴的爱
5	我们仨
4	大庆送对象
0	他们仨
0	黑虎闹心
3	21Savage
1	十王威客帅啊
5	一定上岸
4	进锅里
5	在生活中
2	想玩缺氧了
4	垃圾黑店
4	全是上上签
1	群居者狗头
0	造型可以啊
3	啊啊啊哭了
3	wowww
1	拼银刃
3	该拉拉
3	太晒辣
4	莆田人狂喜
3	同款饭盒
4	没人吃羊腿
4	复兴号弹幕
0	最喜欢雷欧了
0	杰斯顿
3	上条御坂镰池
5	洋娃娃
4	痰确信
1	心爱的盲僧
4	Meadowhall
3	没救了哈哈哈
3	头像是龙宝
1	通关两次
3	凉心小马
4	泡泡纸
3	草间熊
2	天天期待
1	WTM
1	雅思口语7分
4	团结友爱
4	很费火
2	暴躁我起来了
1	逃生直播
3	shorterbrother
1	阴间东西
3	我们这是杏树
2	升力滞后
4	荔枝蟹嘛
0	钟离对不起
0	已完结
4	重重的
4	反复确认标题
1	不缺卧龙
4	塔塔小蛋挞
0	有梦中
1	挺到位的啊
1	mc哪
5	狂犬病
4	笑里藏刀
0	mia
4	一口一
0	陆地神仙之境
4	碳水教母
3	减肥啊
1	五丘丘
0	石黑桑欢迎
4	你的皮鞋
4	也确实脏
3	500我都要
3	试衣间
4	欢大车了
4	我来拉
3	吃大雪糕
1	我的摸摸头
0	S黄金
0	小刻还有小僧
3	路不好真废车
0	坦高光
3	这歌太上头了
2	1的细节最好
4	瓶八鱼
1	这玩意放了
0	你好啊欧布
4	浪浪家
2	点暂停
2	ku建
4	可以看风景
1	唐初音草
4	血盘大口
4	一键九连走起
1	1617
2	升格狂魔出场
1	A39
1	等等卧槽老八
4	没有食欲
2	oppor11plus
1	听都没听过皿
4	解pao儿
5	我人麻
4	好美天
3	猥琐大叔
3	好几十年吧
5	几百遍
2	双卡就这样
5	矿泉水
1	知难而退
4	中式部队锅
0	离开我离开我
4	上了大b当了
0	这是为什么呢
3	劫匪迷因
1	退出键
3	封面帅哥是谁
4	小剧场好看啊
2	这不好看么
3	我又开始晕了
0	套娃进行曲
4	死里点
3	闲聊007吧
1	UNOyyds
1	帅啊帅啊
3	说唱牛
4	酱小土豆
3	放你鸽子
1	啊key
5	妄想症
3	不怕有水蛭吗
3	文化有限公司
4	已经忘记
4	考试过过过
1	好早好早好早
1	大灾变
0	用的是巧劲
4	bboxdoge
4	裹凉皮超好吃
4	喜欢镇江香醋
5	大智若愚
1	旁友吾伐要
1	不破围就破防
3	亿抓一个准
2	icloud
1	你才吃
1	有机不会
0	脸变更圆了
1	毕生所学确信
3	200USD300CNY
0	诺兰度
4	真的这么多
0	捕将阿罗伊
4	为啥分
0	我果断投币
3	好的主持人
5	回家吧
3	都是吃死的鱼
3	深圳也是
1	我要抽爆她
0	卟真实
3	马恒达
1	舒服惹i
4	惊现小鸟坐
3	镜像之后丑爆
1	铸币大头
2	武汉遥感正常
3	多冷啊
4	水准仪
4	743了好像
2	海克斯科技
4	摇不摇
4	泪目快带她吃
0	布谷鸟
4	泡糁糁
1	逆天绝
3	发个朋友圈
0	维瓦99
3	很好又干净
0	巴巴尔星人
1	焯300
1	承包空屏散散
4	摆盘虽迟但到
4	印堂发白
3	没有版权可惜
1	经典爹房
4	工具箱
5	很可爱
4	我就带
2	动画无敌
3	河北需要您
4	好便宜
1	预言家快刀了
3	时长爱来了
2	MSI笔记本
1	第一个评论嗷
1	大爱宋
1	这什么mod
4	出藤椒
0	医学生我呢
0	三哥又没啦
4	不动炸
0	高Way黑洞
2	hellowword
3	非洲基建稀碎
2	烧炕嘞
4	全是上和上上
1	这就很离谱
3	哈哈哈拿捏了
0	碗piece
